EmployeeID,Age,Resigned,BusinessTravel,BusinessUnit,EducationLevel,Gender,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,AverageWeeklyHoursWorked,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInRole,YearsSinceLastPromotion,YearsWithCurrManager
9308,25,No,Travel_Rarely,Sales,2.0,Female,4.0,Single,4487.0,1,Yes,11,3,49.0,5,3,3.0,5,4,1,3
6067,37,No,Non-Travel,Consultants,5.0,Female,3.0,Married,4449.0,3,Yes,15,3,50.0,15,2,3.0,13,11,10,7
7691,31,No,Travel_Rarely,Consultants,2.0,Male,1.0,Married,2218.0,1,No,12,3,40.0,4,3,3.0,4,2,3,2
6344,39,No,Travel_Frequently,Consultants,1.0,Male,3.0,Divorced,19197.0,1,Yes,14,3,47.0,21,3,3.0,21,8,1,6
7592,56,No,Travel_Frequently,Sales,3.0,Female,1.0,Married,13212.0,9,No,11,3,40.0,36,0,2.0,7,7,7,7
5844,30,No,Travel_Rarely,Sales,3.0,Female,3.0,Single,6577.0,0,No,11,3,40.0,6,6,3.0,5,4,4,4
3085,41,No,Travel_Rarely,Sales,3.0,Male,1.0,Married,8392.0,1,No,16,3,40.0,10,2,3.0,10,7,0,7
4143,28,No,Travel_Rarely,Consultants,2.0,Male,1.0,Divorced,4558.0,1,No,12,3,40.0,10,2,3.0,10,0,1,8
7888,25,Yes,Travel_Rarely,Consultants,3.0,Male,1.0,Married,4031.0,5,No,13,3,40.0,6,5,3.0,2,2,0,2
7211,52,No,Travel_Rarely,Consultants,3.0,Male,3.0,Married,7969.0,2,Yes,14,3,49.0,28,4,3.0,5,4,0,4
3851,45,No,Travel_Rarely,Consultants,2.0,Male,4.0,Married,2654.0,3,No,21,4,40.0,8,3,2.0,2,2,0,2
5930,52,No,Travel_Rarely,Consultants,2.0,Female,4.0,Married,16555.0,2,No,13,3,40.0,31,2,1.0,5,2,1,4
7653,42,No,Travel_Frequently,Consultants,2.0,Female,3.0,Divorced,4556.0,2,No,11,3,40.0,19,3,3.0,5,4,0,2
1006,30,No,Travel_Rarely,Consultants,3.0,Female,4.0,Single,6091.0,2,No,20,4,40.0,11,2,3.0,5,4,0,2
5978,60,No,Travel_Rarely,Consultants,3.0,Female,1.0,Married,19566.0,5,No,11,3,40.0,33,5,1.0,29,8,11,10
5700,46,No,Travel_Rarely,Consultants,3.0,Female,3.0,Divorced,4810.0,2,No,14,3,40.0,19,5,2.0,10,7,0,8
4443,42,No,Travel_Frequently,Consultants,4.0,Female,4.0,Married,4523.0,0,No,11,3,40.0,7,4,4.0,6,5,0,4
8043,24,Yes,Travel_Rarely,Sales,1.0,Female,2.0,Single,3202.0,1,Yes,16,3,52.0,6,4,3.0,5,3,1,4
6279,34,Yes,Travel_Frequently,Sales,2.0,Female,3.0,Divorced,2351.0,0,No,16,3,40.0,3,3,2.0,2,2,1,0
8618,38,No,Travel_Frequently,Consultants,2.0,Male,4.0,Married,1702.0,1,Yes,23,4,50.0,1,3,3.0,1,0,0,0
8238,40,No,Travel_Rarely,Sales,4.0,Female,3.0,Married,18041.0,0,No,14,3,40.0,21,2,3.0,20,15,1,12
8244,26,No,Travel_Rarely,Consultants,3.0,Female,4.0,Divorced,2886.0,1,No,22,4,40.0,3,3,1.0,3,2,0,2
4501,30,No,Non-Travel,Consultants,3.0,Male,4.0,Married,2097.0,4,No,15,3,40.0,9,3,1.0,5,3,1,4
9375,29,No,Travel_Rarely,Consultants,4.0,Male,3.0,Married,11935.0,1,No,18,3,40.0,10,2,3.0,10,2,0,7
8752,29,Yes,Travel_Rarely,Consultants,5.0,Female,2.0,Married,2546.0,5,No,16,3,40.0,6,2,4.0,2,2,1,1
3780,19,Yes,Travel_Rarely,Business Operations,2.0,Male,4.0,Single,2564.0,1,No,12,3,40.0,1,3,4.0,1,0,0,0
2389,30,No,Non-Travel,Sales,4.0,Female,1.0,Married,8412.0,0,No,11,3,40.0,10,3,3.0,9,8,7,8
5649,57,No,Travel_Rarely,Sales,3.0,Male,4.0,Divorced,14118.0,3,No,12,3,40.0,32,3,2.0,1,0,0,0
9445,50,No,Travel_Rarely,Consultants,4.0,Male,3.0,Married,17046.0,0,No,15,3,40.0,28,2,3.0,27,10,15,7
6491,30,No,Non-Travel,Consultants,3.0,Female,4.0,Single,2564.0,0,No,14,3,40.0,12,2,2.0,11,7,6,7
2530,60,No,Travel_Frequently,Sales,3.0,Female,1.0,Married,10266.0,4,No,19,3,40.0,22,5,4.0,18,13,13,11
4848,47,No,Travel_Rarely,Consultants,2.0,Female,4.0,Divorced,5070.0,5,No,13,3,40.0,20,2,3.0,5,0,0,4
6085,46,No,Travel_Rarely,Consultants,3.0,Male,3.0,Married,17861.0,6,No,13,3,40.0,26,2,1.0,3,2,0,1
4680,35,No,Travel_Rarely,Consultants,3.0,Male,3.0,Single,4230.0,0,No,15,3,40.0,6,2,3.0,5,4,4,3
4262,54,No,Travel_Rarely,Consultants,4.0,Female,3.0,Single,3780.0,7,No,11,3,40.0,19,3,3.0,1,0,0,0
3414,34,No,Travel_Rarely,Consultants,4.0,Male,3.0,Divorced,2768.0,3,No,12,3,40.0,14,3,3.0,7,3,5,7
1400,46,No,Travel_Rarely,Sales,3.0,Female,4.0,Married,9071.0,2,Yes,19,3,49.0,15,3,3.0,3,2,1,2
1757,31,No,Travel_Rarely,Consultants,1.0,Male,2.0,Divorced,10648.0,1,No,25,4,40.0,13,6,4.0,13,8,0,8
5011,33,Yes,Travel_Rarely,Consultants,1.0,Male,3.0,Married,13610.0,7,Yes,12,3,51.0,15,2,4.0,7,6,7,7
8784,33,Yes,Travel_Rarely,Consultants,1.0,Male,4.0,Divorced,3408.0,7,No,13,3,40.0,8,2,3.0,4,3,1,3
2193,30,No,Travel_Rarely,Sales,1.0,Male,2.0,Single,2983.0,0,No,14,3,40.0,4,3,3.0,3,2,1,2
8461,35,No,Travel_Rarely,Consultants,3.0,Male,3.0,Married,7632.0,4,Yes,12,3,48.0,10,2,3.0,8,7,0,0
7790,31,Yes,Travel_Frequently,Consultants,3.0,Male,3.0,Married,9824.0,3,No,12,3,40.0,12,2,3.0,1,0,0,0
4185,34,Yes,Travel_Frequently,Business Operations,3.0,Female,1.0,Divorced,9950.0,9,Yes,15,3,52.0,11,2,3.0,3,2,0,2
7291,42,No,Travel_Frequently,Consultants,2.0,Male,3.0,Married,2093.0,4,No,17,3,40.0,8,4,3.0,2,2,2,0
9099,36,No,Non-Travel,Sales,4.0,Male,4.0,Single,9980.0,1,No,14,3,40.0,10,3,2.0,10,3,9,7
7547,22,Yes,Travel_Frequently,Consultants,1.0,Male,3.0,Single,3894.0,5,No,16,3,40.0,4,3,3.0,2,2,1,2
4997,48,No,Travel_Rarely,Sales,5.0,Female,4.0,Married,4051.0,2,No,14,3,40.0,14,2,3.0,9,7,6,7
3417,55,No,Travel_Rarely,Sales,5.0,Female,2.0,Single,16835.0,3,No,23,4,40.0,37,2,3.0,10,9,7,7
1090,41,No,Non-Travel,Sales,2.0,Male,4.0,Single,6230.0,7,No,14,3,40.0,16,3,3.0,14,3,1,10
2746,35,No,Travel_Rarely,Sales,3.0,Male,3.0,Married,4717.0,9,No,11,3,40.0,15,2,3.0,11,9,6,9
7965,40,No,Travel_Rarely,Consultants,3.0,Female,3.0,Single,13237.0,7,No,15,3,40.0,22,3,3.0,20,6,5,13
4585,39,No,Travel_Frequently,Consultants,1.0,Female,3.0,Married,3755.0,1,No,11,3,40.0,8,3,3.0,8,3,0,7
3881,31,No,Travel_Rarely,Sales,1.0,Male,4.0,Single,6582.0,4,Yes,13,3,45.0,10,2,4.0,6,5,0,5
9486,42,No,Travel_Rarely,Consultants,3.0,Male,1.0,Married,7406.0,1,Yes,21,4,51.0,10,5,2.0,10,9,5,8
8611,45,No,Travel_Rarely,Sales,3.0,Male,2.0,Married,4805.0,0,No,19,3,40.0,9,3,4.0,8,7,3,7
1822,26,Yes,Travel_Frequently,Business Operations,4.0,Female,3.0,Divorced,2741.0,0,Yes,11,3,56.0,8,2,2.0,7,7,1,0
5082,29,No,Travel_Rarely,Consultants,3.0,Male,4.0,Divorced,4262.0,4,No,12,3,40.0,8,2,4.0,3,2,1,2
2988,33,No,Travel_Rarely,Consultants,5.0,Female,3.0,Divorced,16184.0,4,No,19,3,40.0,10,2,3.0,6,1,0,5
8478,31,No,Travel_Rarely,Sales,3.0,Male,4.0,Divorced,11557.0,9,No,21,4,40.0,10,3,2.0,5,4,0,1
3184,18,Yes,Travel_Frequently,Sales,3.0,Male,2.0,Single,1878.0,1,Yes,14,3,51.0,0,3,3.0,0,0,0,0
8612,40,No,Non-Travel,Sales,3.0,Male,1.0,Divorced,10932.0,3,No,15,3,40.0,20,2,3.0,1,0,0,1
6198,41,No,Non-Travel,Consultants,4.0,Female,3.0,Single,6811.0,2,Yes,17,3,48.0,10,3,3.0,8,7,0,7
8251,26,No,Travel_Rarely,Sales,2.0,Male,3.0,Divorced,4306.0,5,No,12,3,40.0,8,5,3.0,0,0,0,0
9270,35,No,Travel_Rarely,Sales,3.0,Female,3.0,Single,4859.0,1,No,16,3,40.0,5,3,3.0,5,4,0,3
7991,34,No,Travel_Rarely,Sales,4.0,Male,4.0,Single,5337.0,1,No,12,3,40.0,10,3,3.0,10,7,5,7
8305,26,Yes,Travel_Rarely,Consultants,3.0,Male,4.0,Single,2340.0,1,Yes,18,3,63.0,1,3,1.0,1,0,0,0
3607,37,No,Travel_Rarely,Consultants,3.0,Female,4.0,Single,7491.0,4,No,17,3,40.0,12,3,4.0,6,5,1,2
8777,46,No,Travel_Frequently,Consultants,1.0,Female,3.0,Married,10527.0,5,No,11,3,40.0,28,3,2.0,2,2,1,2
8373,41,No,Travel_Rarely,Sales,5.0,Female,1.0,Married,16595.0,7,No,16,3,40.0,22,2,3.0,18,16,11,8
5246,37,No,Non-Travel,Sales,4.0,Male,2.0,Divorced,8834.0,1,No,13,3,40.0,9,6,3.0,9,5,7,7
5050,52,No,Travel_Rarely,Consultants,2.0,Male,1.0,Divorced,5577.0,3,Yes,12,3,48.0,18,3,3.0,10,9,6,9
5543,32,Yes,Non-Travel,Sales,4.0,Male,3.0,Married,4707.0,8,No,12,3,40.0,6,2,3.0,4,2,1,2
8939,24,No,Travel_Frequently,Sales,3.0,Male,4.0,Married,2400.0,0,No,13,3,40.0,3,3,3.0,2,2,2,1
4919,38,No,Travel_Rarely,Consultants,3.0,Female,3.0,Married,9824.0,3,No,19,3,40.0,18,4,3.0,1,0,0,0
5499,37,No,Travel_Rarely,Consultants,4.0,Female,2.0,Married,6447.0,6,No,12,3,40.0,8,2,2.0,6,5,4,3
8206,49,No,Travel_Rarely,Consultants,4.0,Male,3.0,Divorced,19502.0,1,Yes,17,3,49.0,31,5,3.0,31,9,0,9
2269,24,No,Travel_Rarely,Consultants,3.0,Male,4.0,Married,2725.0,1,Yes,11,3,47.0,6,3,3.0,6,5,1,4
5681,26,No,Travel_Rarely,Sales,2.0,Male,2.0,Married,6272.0,1,No,20,4,40.0,6,5,4.0,5,3,1,4
4841,24,No,Travel_Rarely,Consultants,2.0,Male,2.0,Married,2127.0,1,No,21,4,40.0,1,2,3.0,1,0,0,0
5451,50,No,Travel_Frequently,Business Operations,3.0,Male,2.0,Married,18200.0,1,No,11,3,40.0,32,2,3.0,32,5,10,7
6502,25,No,Travel_Rarely,Sales,1.0,Male,3.0,Married,2096.0,1,No,11,3,40.0,7,1,3.0,7,4,0,6
6238,24,Yes,Travel_Frequently,Consultants,3.0,Female,3.0,Married,2886.0,1,Yes,16,3,52.0,6,4,3.0,6,3,1,2
2320,30,Yes,Travel_Frequently,Sales,4.0,Male,1.0,Married,2033.0,1,No,18,3,40.0,1,2,4.0,1,0,0,0
3267,34,No,Travel_Rarely,Consultants,2.0,Male,4.0,Married,3622.0,1,Yes,13,3,47.0,6,3,3.0,6,5,1,3
3471,31,Yes,Travel_Rarely,Sales,4.0,Male,1.0,Divorced,4233.0,2,No,17,3,40.0,9,2,1.0,3,1,1,2
4788,35,No,Travel_Rarely,Consultants,2.0,Male,4.0,Single,3681.0,4,No,14,3,40.0,9,3,3.0,3,2,0,2
7275,31,No,Travel_Rarely,Sales,4.0,Male,4.0,Divorced,5460.0,4,No,22,4,40.0,13,4,4.0,7,7,5,7
3503,27,No,Travel_Rarely,Consultants,4.0,Female,3.0,Divorced,2187.0,0,No,12,3,40.0,6,5,2.0,5,3,0,3
4505,37,No,Travel_Rarely,Sales,3.0,Male,3.0,Married,9602.0,4,Yes,11,3,52.0,17,3,2.0,3,0,1,0
2052,20,No,Travel_Rarely,Consultants,3.0,Female,2.0,Single,2836.0,1,No,13,3,40.0,1,0,4.0,1,0,0,0
7797,42,No,Travel_Rarely,Consultants,4.0,Female,4.0,Married,4089.0,1,No,13,3,40.0,10,4,3.0,10,2,2,2
7678,43,No,Travel_Rarely,Consultants,4.0,Male,4.0,Divorced,16627.0,4,Yes,14,3,54.0,21,3,2.0,1,0,0,0
6421,38,No,Travel_Rarely,Consultants,1.0,Female,1.0,Single,2619.0,3,No,17,3,40.0,8,3,2.0,0,0,0,0
8633,43,No,Travel_Frequently,Consultants,5.0,Male,3.0,Divorced,5679.0,3,Yes,13,3,47.0,10,3,3.0,8,7,4,7
7812,48,No,Travel_Rarely,Consultants,4.0,Female,1.0,Married,15402.0,7,No,11,3,40.0,21,3,1.0,3,2,0,2
2020,44,No,Travel_Rarely,Business Operations,4.0,Female,3.0,Single,5985.0,4,No,11,3,40.0,10,1,4.0,2,2,0,2
4388,34,No,Travel_Rarely,Sales,3.0,Female,3.0,Divorced,2579.0,1,Yes,18,3,49.0,8,3,3.0,8,2,0,6
7883,27,Yes,Travel_Rarely,Sales,1.0,Male,1.0,Divorced,3041.0,0,No,11,3,40.0,5,3,3.0,4,3,0,2
7381,21,No,Travel_Rarely,Sales,1.0,Male,3.0,Single,3447.0,1,No,11,3,40.0,3,2,3.0,3,2,1,2
1320,44,No,Travel_Rarely,Consultants,4.0,Male,4.0,Married,19513.0,4,Yes,12,3,45.0,26,2,4.0,2,2,0,1
7232,22,No,Travel_Rarely,Consultants,1.0,Male,3.0,Married,2773.0,0,No,20,4,40.0,3,3,3.0,2,2,2,2
8814,33,No,Travel_Rarely,Sales,4.0,Male,3.0,Divorced,7104.0,0,No,12,3,40.0,6,3,3.0,5,0,1,2
1096,32,No,Travel_Rarely,Consultants,4.0,Female,4.0,Married,6322.0,1,Yes,12,3,52.0,6,2,2.0,6,4,0,5
6763,30,No,Travel_Frequently,Consultants,3.0,    Female,3.0,Divorced,2083.0,1,No,20,4,40.0,1,2,3.0,1,0,0,0
5892,53,No,Travel_Rarely,Sales,1.0,Female,1.0,Single,8381.0,7,No,20,4,40.0,18,2,4.0,14,7,8,10
7389,34,No,Travel_Rarely,Consultants,5.0,Male,4.0,Married,2691.0,1,No,12,3,40.0,10,4,2.0,10,9,8,8
7865,45,Yes,Travel_Frequently,Sales,4.0,Female,1.0,Married,4286.0,2,No,14,3,40.0,5,4,3.0,1,1,0,0
4613,26,No,Travel_Rarely,Consultants,3.0,Female,4.0,Married,2659.0,1,Yes,13,3,49.0,3,2,3.0,3,2,0,2
8999,37,No,Travel_Rarely,Consultants,3.0,Male,3.0,Married,9434.0,1,No,15,3,40.0,10,2,3.0,10,7,7,8
4595,29,No,Travel_Rarely,Sales,2.0,Female,3.0,Married,5561.0,1,No,14,3,40.0,6,5,2.0,6,0,1,2
5471,35,No,Travel_Rarely,Consultants,4.0,Male,4.0,Single,6646.0,1,No,13,3,40.0,17,3,3.0,17,11,11,8
8140,33,No,Travel_Frequently,Consultants,3.0,Male,4.0,Divorced,7725.0,3,No,23,4,40.0,15,2,1.0,13,11,4,7
9781,54,No,Travel_Rarely,Business Operations,4.0,Male,2.0,Married,10725.0,2,No,15,3,40.0,16,1,4.0,9,7,7,1
1475,36,No,Travel_Rarely,Consultants,2.0,Male,2.0,Divorced,8847.0,2,Yes,11,3,50.0,13,2,3.0,3,2,0,2
7371,27,No,Travel_Rarely,Consultants,4.0,Male,4.0,Single,2045.0,0,No,13,3,40.0,5,0,3.0,4,2,1,1
6507,20,Yes,Travel_Rarely,Consultants,1.0,Male,3.0,Single,1009.0,1,Yes,11,3,51.0,1,5,3.0,1,0,1,1
7624,33,Yes,Travel_Frequently,Consultants,3.0,Male,1.0,Single,3348.0,1,Yes,11,3,50.0,10,3,3.0,10,8,9,7
3704,35,No,Non-Travel,Consultants,3.0,Male,3.0,Married,1281.0,1,No,18,3,40.0,1,3,3.0,1,0,0,0
8657,23,No,Travel_Rarely,Consultants,3.0,Male,1.0,Married,2819.0,2,No,16,3,40.0,5,3,4.0,3,2,0,2
3091,25,No,Travel_Rarely,Sales,3.0,Male,2.0,Married,4851.0,0,No,22,4,40.0,4,4,3.0,3,2,1,2
1441,38,No,Travel_Rarely,Sales,4.0,Female,4.0,Single,4028.0,0,No,20,4,40.0,8,2,3.0,7,7,0,5
7455,29,No,Travel_Frequently,Consultants,4.0,Male,4.0,Divorced,2720.0,1,No,18,3,40.0,10,5,3.0,10,7,2,8
1444,48,No,Travel_Rarely,Sales,1.0,Male,2.0,Married,8120.0,3,No,12,3,40.0,12,3,3.0,2,2,2,2
2375,27,No,Travel_Frequently,Sales,1.0,Female,4.0,Divorced,4647.0,1,Yes,20,4,48.0,6,3,3.0,6,5,0,4
8022,37,No,Travel_Rarely,Consultants,2.0,Male,4.0,Single,4680.0,3,No,17,3,40.0,4,2,3.0,1,0,0,0
3223,50,No,Travel_Rarely,Consultants,1.0,Male,3.0,Married,3221.0,1,Yes,11,3,47.0,20,3,3.0,20,8,3,8
8564,34,No,Travel_Rarely,Consultants,3.0,Female,2.0,Single,8621.0,1,No,14,3,40.0,9,3,4.0,8,7,7,7
3977,24,Yes,Travel_Rarely,Sales,2.0,Female,3.0,Single,4577.0,9,No,14,3,40.0,4,3,3.0,2,2,2,0
1823,39,No,Travel_Rarely,Consultants,4.0,Female,3.0,Single,4553.0,1,No,11,3,40.0,20,4,3.0,20,7,11,10
5262,32,No,Travel_Rarely,Sales,3.0,Male,4.0,Single,5396.0,1,No,12,3,40.0,10,2,2.0,10,7,0,8
9592,50,Yes,Travel_Frequently,Sales,2.0,Male,3.0,Married,6796.0,3,Yes,14,3,52.0,18,4,3.0,4,3,1,3
6363,38,No,Travel_Rarely,Consultants,4.0,Female,4.0,Single,7625.0,0,No,13,3,40.0,10,4,2.0,9,7,1,8
4467,27,No,Travel_Rarely,Consultants,2.0,Female,1.0,Married,7412.0,1,No,11,3,40.0,9,3,3.0,9,7,0,7
8449,32,No,Travel_Rarely,Consultants,2.0,Female,4.0,Single,11159.0,3,No,15,3,40.0,10,6,3.0,7,7,7,7
6355,47,No,Travel_Rarely,Sales,4.0,Male,1.0,Single,4960.0,2,No,12,3,40.0,20,2,3.0,7,7,1,7
6529,40,No,Travel_Frequently,Sales,4.0,Male,1.0,Married,10475.0,5,Yes,21,4,49.0,20,2,3.0,18,13,1,12
9470,53,No,Travel_Rarely,Consultants,3.0,Male,3.0,Married,14814.0,3,No,19,3,40.0,32,3,3.0,5,1,1,3
5558,41,No,Travel_Rarely,Business Operations,4.0,Male,4.0,Divorced,19141.0,3,No,15,3,40.0,23,2,2.0,21,6,12,6
7906,60,No,Travel_Rarely,Sales,4.0,Male,1.0,Single,5405.0,8,No,14,3,40.0,10,1,3.0,2,2,2,2
5133,27,No,Travel_Frequently,Consultants,2.0,Male,1.0,Divorced,8793.0,1,No,21,4,40.0,9,4,2.0,9,7,1,7
2341,41,No,Travel_Rarely,Business Operations,3.0,Male,3.0,Married,19189.0,1,No,12,3,40.0,22,3,3.0,22,7,2,10
8705,50,No,Travel_Rarely,Sales,4.0,Male,2.0,Married,3875.0,7,No,15,3,40.0,4,2,3.0,2,2,2,2
1317,28,Yes,Travel_Rarely,Consultants,2.0,Female,2.0,Single,2216.0,7,Yes,13,3,50.0,10,4,3.0,7,7,3,7
1853,36,No,Non-Travel,Consultants,3.0,Female,1.0,Married,11713.0,9,No,14,3,40.0,10,2,3.0,8,7,0,5
6733,38,No,Travel_Rarely,Consultants,3.0,Female,3.0,Single,7861.0,4,Yes,14,3,47.0,10,4,4.0,1,0,0,0
4673,44,No,Non-Travel,Consultants,3.0,Male,3.0,Single,3708.0,2,No,14,3,40.0,9,5,3.0,5,2,1,4
2124,47,No,Travel_Frequently,Sales,3.0,Female,3.0,Divorced,13770.0,9,Yes,12,3,53.0,28,2,2.0,22,2,11,13
1659,30,No,Travel_Rarely,Sales,5.0,Male,4.0,Divorced,5304.0,7,No,23,4,40.0,10,2,2.0,8,7,7,7
1508,29,No,Travel_Rarely,Sales,3.0,Male,3.0,Single,2642.0,1,No,11,3,40.0,1,6,3.0,1,0,0,0
5051,42,Yes,Travel_Frequently,Consultants,3.0,Male,3.0,Divorced,2759.0,6,Yes,12,3,52.0,7,2,3.0,2,2,2,2
4266,43,No,Travel_Frequently,Sales,3.0,Male,4.0,Married,6804.0,3,No,18,3,40.0,7,5,3.0,2,2,2,2
1333,34,No,Travel_Rarely,Consultants,2.0,Female,3.0,Single,6142.0,3,No,11,3,40.0,10,2,3.0,5,1,4,3
3496,23,No,Travel_Rarely,Consultants,1.0,Male,1.0,Married,2500.0,1,No,14,3,40.0,5,2,4.0,4,3,0,2
4908,39,No,Travel_Rarely,Business Operations,3.0,Female,2.0,Married,6389.0,9,No,15,3,40.0,12,3,1.0,8,3,3,6
3068,56,No,Travel_Rarely,Consultants,3.0,Male,4.0,Married,11103.0,7,No,11,3,40.0,30,1,2.0,10,7,1,1
8758,40,No,Travel_Rarely,Consultants,1.0,Female,4.0,Single,2342.0,0,Yes,20,4,50.0,5,2,2.0,4,2,2,3
2874,27,No,Travel_Rarely,Consultants,3.0,Female,1.0,Single,6811.0,8,No,19,3,40.0,9,2,1.0,7,6,0,7
4571,29,No,Travel_Rarely,Sales,3.0,Male,2.0,Divorced,2297.0,1,No,14,3,40.0,2,2,3.0,2,2,2,2
8619,53,No,Travel_Rarely,Consultants,3.0,Male,4.0,Single,2450.0,2,No,17,3,40.0,19,4,3.0,2,2,2,2
5198,35,No,Non-Travel,Consultants,4.0,Female,1.0,Divorced,5093.0,2,No,11,3,40.0,16,2,4.0,1,0,0,0
7043,32,No,Travel_Frequently,Consultants,4.0,Male,4.0,Married,5309.0,1,No,15,3,40.0,10,2,3.0,10,8,4,7
3749,38,No,Travel_Rarely,Consultants,5.0,Male,3.0,Married,3057.0,6,Yes,13,3,62.0,6,0,1.0,1,0,0,1
9895,34,No,Travel_Rarely,Consultants,5.0,Female,1.0,Divorced,5121.0,3,No,14,3,40.0,7,3,3.0,0,0,0,0
3683,52,No,Travel_Rarely,Sales,4.0,Male,1.0,Married,16856.0,1,No,11,3,40.0,34,3,4.0,34,6,1,16
6096,33,Yes,Travel_Rarely,Consultants,4.0,Male,4.0,Single,2686.0,1,Yes,13,3,55.0,10,2,2.0,10,9,7,8
9651,25,No,Travel_Rarely,Sales,1.0,    Female,4.0,Single,6180.0,1,No,23,4,40.0,6,5,2.0,6,5,1,4
1420,45,No,Travel_Rarely,Sales,2.0,Male,3.0,Single,6632.0,0,No,13,3,40.0,9,3,3.0,8,7,3,1
6111,23,No,Travel_Rarely,Consultants,1.0,Male,3.0,Single,3505.0,1,No,18,3,40.0,2,3,3.0,2,2,0,2
7149,47,Yes,Travel_Frequently,Sales,2.0,Female,3.0,Single,6397.0,4,Yes,12,3,51.0,8,2,3.0,5,4,1,3
7498,34,No,Travel_Rarely,Sales,3.0,Male,4.0,Single,6274.0,1,No,22,4,40.0,6,5,3.0,6,5,1,4
4249,55,Yes,Travel_Rarely,Consultants,3.0,Male,1.0,Married,19859.0,5,Yes,13,3,51.0,24,2,3.0,5,2,1,4
2245,36,No,Non-Travel,Sales,4.0,Male,1.0,Single,7587.0,1,No,15,3,40.0,10,1,3.0,10,7,0,9
4978,52,No,Non-Travel,Consultants,4.0,Male,4.0,Married,4258.0,0,No,18,3,40.0,5,3,3.0,4,3,1,2
2669,26,No,Travel_Frequently,Consultants,2.0,Female,4.0,Divorced,4364.0,3,No,14,3,40.0,5,2,3.0,2,2,2,0
5941,29,No,Travel_Rarely,Consultants,3.0,Female,3.0,Married,4335.0,4,No,12,3,40.0,11,3,2.0,8,7,1,1
2983,26,Yes,Travel_Rarely,Sales,3.0,Male,1.0,Single,5326.0,6,No,17,3,40.0,6,2,2.0,4,3,1,2
1672,34,No,Travel_Rarely,Consultants,4.0,Female,4.0,Single,3280.0,2,No,16,3,40.0,10,2,3.0,4,2,1,3
6688,54,No,Travel_Rarely,Consultants,4.0,Female,1.0,Divorced,5485.0,9,Yes,11,3,47.0,9,4,3.0,5,3,1,4
8018,27,No,Travel_Frequently,Sales,1.0,Male,4.0,Married,4342.0,0,No,19,3,40.0,5,3,3.0,4,2,1,1
7071,37,No,Travel_Rarely,Consultants,1.0,Female,1.0,Divorced,2782.0,0,Yes,13,3,52.0,6,3,2.0,5,3,4,3
2129,38,No,Travel_Frequently,Consultants,4.0,Female,1.0,Single,5980.0,6,Yes,12,3,50.0,17,2,3.0,15,7,4,12
9289,34,No,Travel_Rarely,Consultants,4.0,Female,1.0,Single,4381.0,1,No,11,3,40.0,6,3,3.0,6,5,1,3
6590,35,No,Travel_Rarely,Sales,4.0,Female,4.0,Married,2572.0,1,No,16,3,40.0,3,1,2.0,3,2,0,2
1207,30,No,Travel_Rarely,Consultants,3.0,Male,3.0,Married,3833.0,3,No,21,4,40.0,7,2,3.0,2,2,0,2
7882,40,No,Travel_Frequently,Consultants,2.0,Female,2.0,Married,4244.0,1,No,24,4,40.0,8,2,3.0,8,7,3,7
9031,34,No,Travel_Rarely,Sales,2.0,Female,1.0,Married,6500.0,5,No,17,3,40.0,6,1,3.0,3,2,1,2
2729,42,No,Travel_Frequently,Consultants,3.0,Male,4.0,Divorced,18430.0,1,No,13,3,40.0,24,4,2.0,24,7,14,9
8102,23,Yes,Travel_Rarely,Consultants,3.0,Male,1.0,Married,1601.0,1,Yes,21,4,50.0,1,2,3.0,0,0,0,0
6934,24,No,Non-Travel,Consultants,3.0,Male,2.0,Divorced,2694.0,1,No,11,3,40.0,1,4,3.0,1,0,0,0
8532,52,No,Travel_Rarely,Consultants,4.0,Female,3.0,Married,3149.0,8,No,20,4,40.0,9,3,3.0,5,2,1,4
3506,50,No,Travel_Rarely,Consultants,3.0,Male,3.0,Married,17639.0,5,No,16,3,40.0,30,3,3.0,4,3,0,3
8135,29,Yes,Travel_Rarely,Consultants,2.0,Female,1.0,Married,2319.0,1,Yes,11,3,50.0,1,1,3.0,1,0,0,0
3885,33,No,Travel_Rarely,Consultants,3.0,Male,3.0,Married,11691.0,0,No,11,3,40.0,14,3,4.0,13,9,3,7
5425,33,Yes,Travel_Rarely,Sales,3.0,Female,1.0,Single,5324.0,5,No,15,3,40.0,6,3,3.0,3,2,0,2
8921,47,No,Travel_Rarely,Consultants,2.0,Female,4.0,Married,16752.0,1,Yes,11,3,54.0,26,3,2.0,26,14,3,0
8616,36,No,Travel_Rarely,Consultants,3.0,Female,2.0,Married,5228.0,0,No,15,3,40.0,10,2,3.0,9,7,0,5
8136,29,No,Travel_Rarely,Consultants,2.0,Male,3.0,Married,2700.0,1,No,24,4,40.0,10,3,3.0,10,7,0,7
5397,58,Yes,Travel_Rarely,Consultants,4.0,Male,2.0,Single,19246.0,7,Yes,12,3,50.0,40,2,3.0,31,15,13,8
6280,35,No,Travel_Rarely,Consultants,4.0,Female,3.0,Single,2506.0,3,No,13,3,40.0,7,0,3.0,2,2,2,2
