,Age,Resigned,BusinessTravel,BusinessUnit,EducationLevel,Gender,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,AverageWeeklyHoursWorked,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInRole,YearsSinceLastPromotion,YearsWithCurrManager
501,19,0,RARELY,CONSULTANTS,3,F,4,S,2994,1,1,12,3,47,1,2,3,1,0,0,1
502,25,0,FREQUENTLY,CONSULTANTS,1,M,3,D,5206,1,0,17,3,40,7,6,3,7,7,0,7
503,35,0,RARELY,CONSULTANTS,3,F,2,S,8606,1,0,19,3,40,11,3,1,11,8,3,3
504,29,1,RARELY,OPERATIONS,3,M,1,D,2335,4,1,15,3,52,4,3,3,2,2,2,0
505,29,0,RARELY,CONSULTANTS,2,M,3,M,2700,1,0,24,4,40,10,3,3,10,7,0,7
506,39,0,RARELY,SALES,3,M,3,M,8237,2,0,11,3,40,11,3,3,7,6,7,6
507,37,0,RARELY,CONSULTANTS,4,M,1,M,4284,5,1,22,4,47,16,2,3,5,3,0,4
508,22,1,RARELY,CONSULTANTS,1,F,3,M,4171,0,1,19,3,49,4,3,4,3,2,0,2
509,43,0,RARELY,CONSULTANTS,2,M,3,M,17603,1,0,24,4,40,14,3,3,14,10,6,11
510,36,1,RARELY,SALES,4,M,1,S,3407,7,0,23,4,40,10,4,3,5,3,0,3
511,35,0,RARELY,SALES,1,M,3,M,2404,1,0,13,3,40,1,3,3,1,0,0,0
512,39,0,RARELY,SALES,5,M,3,S,7880,0,0,18,3,40,9,3,3,8,7,0,7
513,33,0,FREQUENTLY,SALES,3,M,4,S,4682,3,0,14,3,40,9,6,2,7,7,0,1
514,29,0,NON_TRAVEL,SALES,3,M,3,M,4649,1,0,14,3,40,4,3,2,4,3,0,2
515,47,0,RARELY,SALES,4,F,4,S,3294,1,1,18,3,53,3,3,2,3,2,1,2
516,32,0,NON_TRAVEL,CONSULTANTS,3,M,4,D,2314,0,0,12,3,40,4,2,3,3,0,0,2
517,40,0,NON_TRAVEL,CONSULTANTS,2,M,3,D,3544,9,0,16,3,40,6,0,3,4,2,0,0
518,45,0,NON_TRAVEL,CONSULTANTS,2,M,1,M,3633,1,1,15,3,48,9,2,3,9,8,0,8
519,40,0,RARELY,SALES,2,M,1,M,5473,0,0,12,3,40,9,5,4,8,4,7,1
520,44,0,RARELY,CONSULTANTS,3,M,2,S,3420,1,0,13,3,40,6,3,2,5,2,1,3
521,60,0,RARELY,CONSULTANTS,4,M,4,D,10883,3,0,20,4,40,19,2,4,1,0,0,0
522,49,0,RARELY,CONSULTANTS,4,F,1,M,3211,1,0,14,3,40,10,3,2,9,6,1,4
523,28,1,RARELY,CONSULTANTS,4,M,3,S,3441,1,1,13,3,56,2,3,2,2,2,2,2
524,27,0,RARELY,CONSULTANTS,3,M,2,M,6142,1,1,20,4,49,6,0,3,6,2,0,3
525,40,0,RARELY,CONSULTANTS,4,M,4,M,10322,4,0,20,4,40,14,6,3,11,10,11,1
526,50,1,RARELY,SALES,3,M,1,D,10854,4,1,13,3,50,20,3,3,3,2,2,0
527,51,0,RARELY,SALES,4,M,4,S,5441,0,1,22,4,66,11,2,1,10,7,1,0
528,24,1,RARELY,OPERATIONS,1,M,3,M,1555,1,0,11,3,40,1,2,3,1,0,0,0
529,29,1,RARELY,SALES,3,F,2,S,2760,1,0,13,3,40,2,3,3,2,2,2,2
530,50,1,RARELY,SALES,2,M,3,M,2683,1,1,14,3,50,3,2,3,3,2,0,2
531,38,0,RARELY,SALES,4,M,2,M,4440,0,0,15,3,40,16,3,3,15,13,5,8
532,37,0,RARELY,CONSULTANTS,3,M,4,M,4285,1,0,17,3,40,10,2,3,10,8,3,7
533,51,0,RARELY,CONSULTANTS,4,M,3,M,6132,2,0,17,3,40,10,2,3,1,0,0,0
534,33,0,FREQUENTLY,CONSULTANTS,2,F,4,S,13458,1,1,12,3,48,15,1,3,15,14,8,12
535,26,0,RARELY,CONSULTANTS,3,M,1,S,3578,0,0,12,3,40,8,2,3,7,7,0,7
536,41,0,RARELY,SALES,3,F,4,S,13591,3,1,18,3,49,16,3,3,1,0,0,0
537,27,0,RARELY,CONSULTANTS,2,M,3,D,2517,1,0,11,3,40,5,2,3,5,3,0,3
538,35,0,RARELY,CONSULTANTS,4,F,3,S,6142,3,1,16,3,50,10,4,3,5,2,0,4
539,35,0,RARELY,CONSULTANTS,2,M,4,M,2690,1,0,18,3,40,1,5,2,1,0,0,1
540,54,0,RARELY,SALES,3,F,1,M,5940,2,0,14,3,40,16,4,3,6,2,0,5
541,23,0,RARELY,CONSULTANTS,3,M,3,M,2073,2,0,16,3,40,4,2,3,2,2,2,2
542,51,0,RARELY,CONSULTANTS,2,F,2,S,13142,3,0,16,3,40,29,1,2,5,2,0,3
543,40,0,RARELY,SALES,4,M,2,D,9705,2,0,12,3,40,11,2,2,1,0,0,0
544,49,1,FREQUENTLY,CONSULTANTS,2,M,1,S,4284,3,0,20,4,40,20,2,3,4,3,1,3
545,28,0,FREQUENTLY,SALES,2,M,4,M,6834,1,1,12,3,47,7,2,3,7,7,0,7
546,37,0,RARELY,OPERATIONS,2,M,2,D,4071,2,0,13,3,40,19,4,2,10,0,4,7
547,41,0,RARELY,CONSULTANTS,2,M,1,D,3072,2,0,16,3,40,17,2,2,1,0,0,0
548,20,1,RARELY,CONSULTANTS,3,M,1,S,2973,1,0,19,3,40,1,2,3,1,0,0,0
549,44,0,NON_TRAVEL,CONSULTANTS,3,M,3,S,3708,2,0,14,3,40,9,5,3,5,2,1,4
550,34,0,RARELY,CONSULTANTS,3,F,2,S,8621,1,0,14,3,40,9,3,4,8,7,7,7
551,39,0,NON_TRAVEL,CONSULTANTS,3,M,4,M,6472,1,1,15,3,48,9,2,3,9,8,5,8
552,39,0,RARELY,CONSULTANTS,4,F,3,D,2232,7,0,14,3,40,7,1,3,3,2,1,2
553,30,0,RARELY,CONSULTANTS,3,M,2,M,2141,1,0,12,3,40,6,3,2,6,4,1,1
554,37,0,RARELY,CONSULTANTS,3,F,4,S,2115,1,0,12,3,40,17,3,3,17,12,5,7
555,28,1,RARELY,CONSULTANTS,3,M,3,S,2028,5,1,14,3,50,6,4,3,4,2,0,3
556,36,0,RARELY,CONSULTANTS,2,M,1,D,6842,6,0,20,4,40,13,3,3,5,4,0,4
557,52,0,RARELY,CONSULTANTS,4,M,2,S,10445,7,0,19,3,40,18,4,3,8,6,4,0
558,54,0,RARELY,CONSULTANTS,4,F,3,S,3780,7,0,11,3,40,19,3,3,1,0,0,0
559,43,0,RARELY,SALES,3,M,4,D,10798,5,0,13,3,40,18,5,3,1,0,0,0
560,59,0,RARELY,CONSULTANTS,3,F,1,M,2670,4,1,20,4,52,12,3,2,1,0,0,0
561,58,0,NON_TRAVEL,CONSULTANTS,4,M,3,D,5660,2,1,13,3,49,12,2,3,5,3,1,2
562,28,0,RARELY,CONSULTANTS,3,F,2,D,7655,0,0,17,3,40,10,3,2,9,7,1,7
563,51,0,RARELY,CONSULTANTS,3,F,3,M,13116,2,0,11,3,40,15,2,3,2,2,2,2
564,42,0,FREQUENTLY,CONSULTANTS,4,F,4,M,4523,0,0,11,3,40,7,4,4,6,5,0,4
565,30,0,NON_TRAVEL,CONSULTANTS,3,M,4,M,2097,4,0,15,3,40,9,3,1,5,3,1,4
566,40,0,NON_TRAVEL,CONSULTANTS,2,M,4,D,4069,3,1,18,3,47,8,2,3,2,2,2,2
567,46,0,RARELY,CONSULTANTS,3,M,3,M,17861,6,0,13,3,40,26,2,1,3,2,0,1
568,33,1,RARELY,SALES,4,F,1,S,8224,0,1,17,3,52,6,3,3,5,2,0,3
569,42,0,RARELY,CONSULTANTS,2,M,4,S,19613,8,0,22,4,40,24,2,3,1,0,0,1
570,55,0,RARELY,CONSULTANTS,3,F,4,S,16659,2,1,13,3,47,30,2,3,5,4,1,2
571,36,0,FREQUENTLY,SALES,2,F,4,M,9738,0,0,14,3,40,10,6,3,9,7,2,8
572,50,0,RARELY,CONSULTANTS,4,M,3,M,19237,2,1,11,3,54,29,2,2,8,1,7,7
573,48,0,RARELY,CONSULTANTS,4,F,1,M,15402,7,0,11,3,40,21,3,1,3,2,0,2
574,35,0,RARELY,CONSULTANTS,3,M,3,S,10221,3,0,21,4,40,17,3,4,8,5,1,6
575,30,0,RARELY,CONSULTANTS,3,M,3,M,3833,3,0,21,4,40,7,2,3,2,2,0,2
576,60,0,FREQUENTLY,SALES,3,F,1,M,10266,4,0,19,3,40,22,5,4,18,13,13,11
577,28,0,RARELY,CONSULTANTS,3,M,1,S,2080,2,0,11,3,40,5,2,2,3,2,1,2
578,52,0,RARELY,CONSULTANTS,4,F,1,M,2950,9,0,13,3,40,12,2,1,5,4,0,4
579,36,0,NON_TRAVEL,SALES,5,F,4,S,6653,4,0,15,3,40,7,6,3,1,0,0,0
580,49,0,FREQUENTLY,SALES,3,M,2,M,5390,2,0,14,3,40,17,3,2,9,6,0,8
581,22,0,RARELY,CONSULTANTS,2,M,3,S,3375,0,0,12,3,40,4,2,4,3,2,1,2
582,42,0,NON_TRAVEL,CONSULTANTS,1,M,3,M,17861,0,1,13,3,55,21,3,2,20,8,2,10
583,33,0,RARELY,CONSULTANTS,3,M,4,M,2781,0,0,13,3,40,15,5,3,14,10,4,10
584,31,0,RARELY,CONSULTANTS,4,M,3,M,3477,1,0,14,3,40,6,2,4,5,2,0,3
585,29,0,NON_TRAVEL,CONSULTANTS,1,M,3,M,4319,1,0,13,3,40,10,1,3,10,7,0,9
586,46,1,RARELY,SALES,3,F,2,M,7314,5,0,21,4,40,14,2,3,8,7,0,7
587,26,0,FREQUENTLY,CONSULTANTS,3,M,4,M,2544,0,0,18,3,40,8,3,3,7,7,7,7
588,32,0,RARELY,CONSULTANTS,4,F,1,M,6725,1,0,12,3,40,8,2,4,8,7,6,3
589,40,0,RARELY,CONSULTANTS,3,M,4,S,4661,1,0,13,3,40,9,4,3,9,8,8,8
590,31,0,RARELY,CONSULTANTS,3,F,3,D,3978,8,0,12,3,40,4,0,2,2,2,2,2
591,29,0,RARELY,SALES,3,M,2,D,4187,1,1,13,3,54,10,3,2,10,0,0,9
592,49,0,RARELY,CONSULTANTS,3,F,1,D,2587,4,1,16,3,50,17,2,2,2,2,2,2
593,34,1,NON_TRAVEL,SALES,3,M,4,S,5304,8,1,13,3,56,9,3,2,5,2,0,4
594,39,0,FREQUENTLY,SALES,3,M,4,D,4127,2,0,18,3,40,7,6,3,2,1,2,2
595,39,0,RARELY,CONSULTANTS,4,F,3,S,4553,1,0,11,3,40,20,4,3,20,7,11,10
596,52,0,RARELY,SALES,4,M,1,M,16856,1,0,11,3,40,34,3,4,34,6,1,16
597,51,0,RARELY,CONSULTANTS,3,M,3,S,19537,7,0,13,3,40,23,5,3,20,18,15,15
598,23,0,RARELY,CONSULTANTS,1,M,1,M,2500,1,0,14,3,40,5,2,4,4,3,0,2
599,34,0,RARELY,CONSULTANTS,4,M,1,M,5957,6,0,13,3,40,13,3,3,11,9,5,9
600,29,1,RARELY,CONSULTANTS,5,F,2,M,2546,5,0,16,3,40,6,2,4,2,2,1,1
601,35,0,RARELY,CONSULTANTS,3,M,3,S,2859,1,0,18,3,40,6,3,3,6,4,0,4
602,43,0,FREQUENTLY,CONSULTANTS,4,F,3,D,5257,1,0,11,3,40,9,3,4,9,7,0,0
603,37,0,RARELY,CONSULTANTS,3,F,4,M,6474,1,0,13,3,40,14,2,2,14,8,3,11
604,28,0,FREQUENTLY,SALES,3,M,1,S,4898,0,0,14,3,40,5,5,3,4,2,1,3
605,38,0,FREQUENTLY,OPERATIONS,4,M,2,M,2991,0,1,11,3,49,7,2,3,6,2,1,2
606,38,0,FREQUENTLY,CONSULTANTS,3,M,4,M,4735,7,0,15,3,40,19,4,4,13,11,2,9
607,30,0,RARELY,CONSULTANTS,4,M,3,D,3491,1,0,13,3,40,10,4,2,10,7,8,9
608,23,0,RARELY,CONSULTANTS,1,F,2,S,3295,1,0,13,3,40,3,3,1,3,2,1,2
609,29,0,RARELY,CONSULTANTS,3,M,4,D,4262,4,0,12,3,40,8,2,4,3,2,1,2
610,29,0,RARELY,SALES,2,M,4,D,6931,2,0,14,3,40,10,2,3,3,2,0,2
611,31,1,RARELY,SALES,4,M,3,M,8161,2,0,13,3,40,10,2,3,1,0,0,0
612,41,0,NON_TRAVEL,SALES,2,M,4,S,6230,7,0,14,3,40,16,3,3,14,3,1,10
613,38,1,RARELY,CONSULTANTS,1,M,1,M,6673,7,1,19,3,50,17,2,3,1,0,0,0
614,27,0,RARELY,CONSULTANTS,3,F,2,S,2279,1,0,16,3,40,7,2,2,7,7,0,3
615,33,0,RARELY,CONSULTANTS,3,M,2,M,2028,1,0,18,3,40,14,6,3,14,11,2,13
616,24,0,NON_TRAVEL,CONSULTANTS,1,M,4,M,3162,0,0,17,3,40,6,2,2,5,2,3,4
617,42,0,NON_TRAVEL,CONSULTANTS,4,M,3,M,2936,3,0,22,4,40,10,1,2,6,3,3,3
618,42,0,RARELY,SALES,2,F,3,S,6244,7,0,17,3,40,10,6,3,5,4,0,3
619,33,0,FREQUENTLY,CONSULTANTS,3,M,4,D,7725,3,0,23,4,40,15,2,1,13,11,4,7
620,41,0,NON_TRAVEL,CONSULTANTS,1,F,3,D,19973,1,0,22,4,40,21,3,3,21,16,5,10
621,37,0,RARELY,SALES,3,M,3,M,9602,4,1,11,3,52,17,3,2,3,0,1,0
622,32,1,RARELY,SALES,4,M,2,S,9907,7,1,12,3,52,7,3,2,2,2,2,2
623,22,1,RARELY,CONSULTANTS,1,M,2,S,2472,1,1,23,4,50,1,2,3,1,0,0,0
624,31,0,RARELY,CONSULTANTS,4,M,2,S,2501,1,0,17,3,40,1,4,3,1,1,1,0
625,48,0,RARELY,CONSULTANTS,4,M,3,S,10999,7,0,14,3,40,27,3,3,15,11,4,8
626,34,0,FREQUENTLY,OPERATIONS,3,M,2,M,4490,4,0,11,3,40,14,5,4,10,9,1,8
627,32,0,FREQUENTLY,SALES,2,M,2,M,6524,1,0,14,3,40,10,3,3,10,8,5,3
628,52,0,RARELY,CONSULTANTS,4,F,3,M,3149,8,0,20,4,40,9,3,3,5,2,1,4
629,33,0,RARELY,CONSULTANTS,3,M,4,D,7119,4,0,15,3,40,9,2,3,3,2,1,2
630,40,0,RARELY,CONSULTANTS,1,F,3,M,19033,1,0,14,3,40,21,2,3,20,8,9,9
631,40,0,RARELY,CONSULTANTS,2,F,1,M,6516,2,1,16,3,48,18,3,3,1,0,0,0
632,39,0,RARELY,CONSULTANTS,1,M,1,M,9991,4,0,15,3,40,9,5,3,7,7,1,7
633,39,1,RARELY,SALES,3,M,4,M,2086,3,0,14,3,40,19,6,4,1,0,0,0
634,50,0,RARELY,CONSULTANTS,3,F,2,S,19926,3,0,15,3,40,21,5,3,5,4,4,4
635,45,0,NON_TRAVEL,CONSULTANTS,2,M,2,M,4447,1,0,12,3,40,9,5,2,9,7,0,8
636,30,0,RARELY,CONSULTANTS,2,M,2,M,3748,1,0,13,3,40,12,6,2,12,8,1,7
637,50,0,RARELY,SALES,4,F,4,D,19517,3,0,11,3,40,32,3,2,7,0,0,6
638,40,0,RARELY,CONSULTANTS,3,M,3,S,19626,1,0,14,3,40,21,2,4,20,7,4,9
639,44,0,RARELY,CONSULTANTS,4,M,4,M,2818,2,1,24,4,55,10,2,2,3,2,0,2
640,32,0,RARELY,SALES,2,F,2,M,5228,1,1,11,3,48,13,2,3,13,12,11,9
641,35,0,FREQUENTLY,CONSULTANTS,4,M,3,S,4249,1,1,11,3,49,9,3,3,9,6,1,1
642,31,0,RARELY,SALES,4,F,4,M,5476,1,0,11,3,40,10,2,3,10,0,0,2
643,40,0,RARELY,CONSULTANTS,1,F,4,S,2342,0,1,20,4,50,5,2,2,4,2,2,3
644,52,0,RARELY,CONSULTANTS,2,M,4,M,17099,2,0,15,3,40,26,2,2,9,8,7,8
645,31,0,RARELY,CONSULTANTS,5,F,2,S,16422,3,0,11,3,40,9,3,4,3,2,1,0
646,37,0,RARELY,CONSULTANTS,3,M,3,M,5768,3,0,17,3,40,9,2,2,4,3,0,2
647,56,0,RARELY,CONSULTANTS,4,F,1,D,19943,4,0,13,3,40,28,2,3,5,2,4,2
648,29,0,RARELY,OPERATIONS,1,M,2,M,2804,1,0,11,3,40,1,3,3,1,0,0,0
649,38,0,RARELY,SALES,2,F,1,D,6893,3,0,15,3,40,11,3,3,7,7,1,7
650,32,0,FREQUENTLY,CONSULTANTS,3,M,3,M,3433,6,0,13,3,40,10,3,2,5,2,1,3
651,36,0,RARELY,CONSULTANTS,4,M,3,S,2519,4,0,21,4,40,16,6,3,11,8,3,9
652,34,0,FREQUENTLY,CONSULTANTS,1,M,4,S,7756,0,0,17,3,40,7,1,2,6,2,0,4
653,49,0,RARELY,CONSULTANTS,3,M,3,S,10965,8,0,24,4,40,26,2,3,5,2,0,0
654,31,0,RARELY,CONSULTANTS,3,F,4,M,5855,0,1,11,3,64,10,2,1,9,7,8,5
655,36,0,RARELY,CONSULTANTS,4,M,3,M,5347,6,0,14,3,40,10,2,2,3,2,0,2
656,53,0,RARELY,CONSULTANTS,3,M,4,S,2450,2,0,17,3,40,19,4,3,2,2,2,2
657,40,0,FREQUENTLY,CONSULTANTS,4,M,3,S,5094,6,0,14,3,40,10,6,3,1,0,0,0
658,29,1,RARELY,CONSULTANTS,3,F,1,S,2404,6,1,20,4,51,3,5,3,0,0,0,0
659,29,0,RARELY,CONSULTANTS,3,M,1,M,5373,0,0,12,3,40,6,5,2,5,3,0,2
660,54,0,RARELY,CONSULTANTS,3,M,4,M,17779,3,0,14,3,40,36,2,3,10,9,0,9
661,47,0,RARELY,CONSULTANTS,4,F,3,M,17169,3,0,19,3,40,26,2,4,20,17,5,6
662,30,0,NON_TRAVEL,CONSULTANTS,2,F,3,S,4695,7,1,18,3,48,10,3,3,8,4,1,7
663,32,0,RARELY,CONSULTANTS,3,F,3,M,6162,1,0,12,3,40,14,3,3,14,13,6,8
664,41,0,RARELY,SALES,3,M,2,D,8938,2,0,11,3,40,14,5,3,5,4,0,4
665,59,0,RARELY,OPERATIONS,2,M,3,M,2267,8,0,17,3,40,7,2,2,2,2,2,2
666,58,0,RARELY,CONSULTANTS,3,F,2,M,3346,4,1,20,4,51,9,3,2,1,0,0,0
667,38,0,RARELY,SALES,2,M,2,S,7351,7,0,16,3,40,10,2,3,1,0,0,0
668,38,0,RARELY,SALES,3,F,2,S,4198,2,0,12,3,40,8,5,4,3,2,1,2
669,44,0,RARELY,SALES,5,F,1,D,5454,5,1,21,4,55,9,2,2,4,3,1,3
670,32,1,RARELY,CONSULTANTS,3,F,1,S,4200,7,0,22,4,40,10,2,4,5,4,0,4
671,47,0,RARELY,SALES,2,F,4,S,4163,1,1,17,3,49,9,0,3,9,0,0,7
672,40,0,NON_TRAVEL,CONSULTANTS,5,M,4,M,4876,9,0,14,3,40,5,5,1,3,2,0,2
673,36,0,NON_TRAVEL,CONSULTANTS,4,F,3,M,4802,2,0,14,3,40,15,3,3,13,10,10,5
674,45,0,RARELY,CONSULTANTS,3,F,3,S,2274,1,0,14,3,40,1,3,3,1,0,0,0
675,18,0,NON_TRAVEL,CONSULTANTS,3,F,4,S,1611,1,0,15,3,40,0,5,4,0,0,0,0
676,50,0,RARELY,CONSULTANTS,3,M,3,M,17639,5,0,16,3,40,30,3,3,4,3,0,3
677,32,1,RARELY,CONSULTANTS,2,M,3,M,4883,1,0,18,3,40,10,3,3,10,4,1,1
678,58,1,FREQUENTLY,CONSULTANTS,1,M,4,D,2380,9,1,14,3,54,3,3,2,1,0,0,0
679,44,0,NON_TRAVEL,CONSULTANTS,3,M,3,S,2290,2,0,13,3,40,6,3,3,0,0,0,0
680,26,0,RARELY,CONSULTANTS,2,M,4,M,5472,1,0,12,3,40,8,2,3,8,7,1,3
681,35,0,RARELY,SALES,4,M,1,M,5561,0,0,16,3,40,6,2,1,5,3,0,4
682,33,1,RARELY,CONSULTANTS,3,M,2,S,2313,4,1,20,4,51,5,0,3,2,2,2,2
683,43,0,RARELY,CONSULTANTS,3,M,3,M,7510,1,0,17,3,40,10,1,3,10,9,0,9
684,40,0,RARELY,CONSULTANTS,4,F,3,M,2001,2,0,14,3,40,20,2,3,5,3,0,2
685,47,1,FREQUENTLY,SALES,3,M,3,M,12936,7,0,11,3,40,25,3,1,23,5,14,10
686,42,0,RARELY,CONSULTANTS,3,M,2,D,2766,8,0,22,4,40,7,6,2,5,3,0,4
687,34,1,RARELY,OPERATIONS,4,F,3,M,2742,1,0,15,3,40,2,0,3,2,2,2,2
688,40,0,RARELY,CONSULTANTS,3,F,1,D,4448,2,0,12,3,40,15,3,3,7,4,7,7
689,34,1,NON_TRAVEL,CONSULTANTS,4,M,1,M,2307,1,1,23,4,52,5,2,3,5,2,3,0
690,29,0,RARELY,CONSULTANTS,3,F,4,D,3760,1,0,15,3,40,3,5,3,3,2,1,2
691,47,0,NON_TRAVEL,SALES,4,M,2,M,4978,7,0,11,3,40,4,3,1,1,0,0,0
692,45,0,RARELY,CONSULTANTS,3,M,1,D,10851,2,1,18,3,49,24,2,3,7,7,0,7
693,31,1,FREQUENTLY,CONSULTANTS,3,M,4,M,3722,6,1,13,3,71,7,2,1,2,2,2,2
694,42,0,NON_TRAVEL,OPERATIONS,5,M,1,M,6272,7,0,16,3,40,10,3,4,4,3,0,3
695,53,0,RARELY,CONSULTANTS,3,F,3,D,19094,4,0,11,3,40,26,3,2,14,13,4,8
696,33,0,NON_TRAVEL,SALES,3,F,4,D,5368,1,1,25,4,48,7,2,3,6,5,1,2
697,36,0,FREQUENTLY,CONSULTANTS,1,F,4,S,2153,1,0,13,3,40,8,2,3,8,1,1,7
698,31,0,RARELY,OPERATIONS,3,M,1,M,6410,3,0,12,3,40,9,1,3,2,2,1,0
699,37,0,NON_TRAVEL,CONSULTANTS,4,F,4,D,13603,2,1,18,3,49,15,2,3,5,2,0,2
700,42,0,NON_TRAVEL,CONSULTANTS,2,F,3,D,5265,2,0,16,3,40,11,5,3,5,3,0,2
701,51,1,FREQUENTLY,CONSULTANTS,4,M,4,S,10650,2,0,15,3,40,18,2,3,4,2,0,3
702,24,0,RARELY,CONSULTANTS,3,M,4,M,2725,1,1,11,3,47,6,3,3,6,5,1,4
703,50,0,FREQUENTLY,CONSULTANTS,3,F,1,M,17856,2,0,22,4,40,32,3,3,2,2,2,2
704,50,0,RARELY,CONSULTANTS,3,M,4,S,10496,6,0,15,3,40,20,2,3,4,3,1,3
705,27,0,RARELY,SALES,1,F,3,M,3540,1,0,21,4,40,9,5,3,9,8,5,8
706,35,0,FREQUENTLY,SALES,3,F,3,S,8789,1,0,14,3,40,10,3,4,10,7,0,8
707,32,0,RARELY,SALES,3,M,3,M,9610,3,0,13,3,40,10,2,1,4,3,0,2
708,38,0,RARELY,CONSULTANTS,2,F,2,M,12061,3,0,17,3,40,19,2,3,10,8,0,1
709,32,0,NON_TRAVEL,CONSULTANTS,3,F,2,M,2332,6,0,20,4,40,5,3,3,3,0,0,2
710,43,0,FREQUENTLY,SALES,4,M,4,M,5675,1,0,20,4,40,7,5,3,7,7,7,7
711,31,1,FREQUENTLY,SALES,3,F,2,S,2302,1,1,11,3,49,3,2,4,3,2,2,2
712,41,0,RARELY,CONSULTANTS,2,F,3,S,5003,6,0,14,3,40,8,6,3,2,2,2,1
713,58,0,NON_TRAVEL,SALES,3,M,2,D,16291,4,0,22,4,40,37,0,2,16,9,14,14
714,28,0,RARELY,CONSULTANTS,3,M,3,D,1563,1,0,14,3,40,1,2,1,1,0,0,0
715,29,0,RARELY,CONSULTANTS,1,M,4,M,5056,1,1,15,3,54,10,2,2,10,7,1,2
716,56,0,RARELY,OPERATIONS,4,M,2,S,19717,6,0,14,3,40,36,4,3,7,3,7,7
717,45,0,RARELY,CONSULTANTS,4,M,1,M,13245,4,1,14,3,46,17,3,4,0,0,0,0
718,28,0,RARELY,CONSULTANTS,4,M,1,M,3196,1,0,12,3,40,6,2,3,6,5,3,3
719,55,0,RARELY,CONSULTANTS,2,M,4,M,5415,3,1,19,3,49,12,4,3,10,7,0,8
720,53,0,RARELY,SALES,1,F,1,S,8381,7,0,20,4,40,18,2,4,14,7,8,10
721,28,1,RARELY,CONSULTANTS,1,F,4,M,2515,1,1,11,3,56,1,4,2,1,1,0,0
722,53,0,RARELY,SALES,2,M,3,D,14852,6,0,13,3,40,22,3,4,17,13,15,2
723,59,0,RARELY,CONSULTANTS,4,M,4,S,10512,6,0,12,3,40,25,6,2,9,7,5,4
724,38,0,RARELY,CONSULTANTS,2,F,3,M,7756,3,1,19,3,46,10,6,4,5,4,0,2
725,23,1,RARELY,SALES,3,M,4,D,2275,1,1,21,4,50,3,2,3,3,2,0,2
726,44,0,RARELY,CONSULTANTS,4,M,4,M,6465,2,1,13,3,46,9,5,4,4,2,1,3
727,35,0,NON_TRAVEL,CONSULTANTS,2,M,1,M,9884,2,1,13,3,47,10,3,3,4,0,2,3
728,40,1,NON_TRAVEL,SALES,3,F,2,S,13194,4,1,16,3,53,22,2,2,1,0,0,0
729,36,0,RARELY,OPERATIONS,3,M,1,M,2342,0,0,21,4,40,6,3,3,5,4,0,3
730,34,0,RARELY,CONSULTANTS,3,F,1,S,11631,2,0,12,3,40,14,6,3,11,10,5,8
731,34,0,FREQUENTLY,CONSULTANTS,4,F,4,S,2553,1,0,16,3,40,6,3,3,5,2,1,3
732,29,1,RARELY,SALES,1,F,1,M,7336,1,0,13,3,40,11,3,1,11,8,3,10
733,32,0,RARELY,CONSULTANTS,3,M,1,S,2439,1,0,14,3,40,4,4,3,4,2,1,2
734,49,0,RARELY,CONSULTANTS,4,F,1,M,6567,1,0,14,3,40,16,2,2,15,11,5,11
735,56,1,RARELY,SALES,2,F,4,S,4993,7,1,6,3,64,8,0,1,6,4,0,5
736,45,0,RARELY,CONSULTANTS,2,M,4,M,13496,0,1,14,3,49,21,2,3,20,7,4,10
737,29,0,RARELY,CONSULTANTS,3,F,3,M,4335,4,0,12,3,40,11,3,2,8,7,1,1
738,49,0,RARELY,CONSULTANTS,2,F,3,S,13964,7,1,12,3,50,25,2,3,7,1,0,7
739,24,0,NON_TRAVEL,SALES,2,F,2,M,2033,1,0,13,3,40,1,2,3,1,0,0,0
740,33,0,NON_TRAVEL,SALES,2,M,2,M,6146,0,0,13,3,40,8,2,4,7,7,0,7
741,38,0,FREQUENTLY,CONSULTANTS,2,F,2,M,2468,4,0,14,3,40,9,4,2,6,1,0,5
742,44,0,FREQUENTLY,CONSULTANTS,1,M,3,S,10209,5,1,18,3,52,16,2,2,2,2,2,2
743,24,0,RARELY,CONSULTANTS,1,M,1,D,3907,1,0,13,3,40,6,2,4,6,2,1,2
744,44,1,FREQUENTLY,CONSULTANTS,2,M,2,D,2342,1,1,12,3,52,6,2,2,5,3,2,3
745,22,0,NON_TRAVEL,CONSULTANTS,2,F,3,M,2814,1,1,14,3,52,4,2,2,4,2,1,3
746,45,0,RARELY,CONSULTANTS,2,F,4,D,5770,1,0,19,3,40,10,3,3,10,7,3,9
747,46,0,RARELY,SALES,3,F,1,M,17048,8,0,23,4,40,28,2,3,26,15,15,9
748,22,0,RARELY,CONSULTANTS,3,M,2,D,2328,1,1,16,3,53,4,2,2,4,2,2,2
749,25,1,RARELY,SALES,2,M,2,M,2413,1,1,18,3,50,1,2,3,1,0,0,0
750,29,0,RARELY,SALES,3,M,3,D,8620,1,0,14,3,40,10,3,3,10,7,0,4
751,42,0,FREQUENTLY,CONSULTANTS,3,M,4,D,18430,1,0,13,3,40,24,4,2,24,7,14,9
